OBJECTID,ppt_pctile0.1,ppt_pctile0.9
124,0.184615387366368,155.069233234112
125,0,134.6892869131905
126,0,218.7395836512245
127,0.300000011920929,203.925003051758
128,0.0147058823529412,170.481620900771
129,0.600000008940697,216.9250020980835
130,0.0647058837554034,192.764708350686
131,0,135.701788697924
132,0,165.90893132346002
133,0,224.695455377752
134,0,129.666666666667
135,1.75,207.216668446859
136,0.23703704194890152,208.9388916580765
137,0.9785714372992516,202.7071446010045
138,0.0151515151515152,218.15000117908852
139,0,69.1406260728836
140,1.95789477385973,227.3184232209855
141,0.490909099578857,201.3318204012785
287,0,211.8944481743705
288,0.0642857152436461,228.128573826381
289,5.40000009536743,196.200004577637
290,0.7000000035124165,217.0785718645365
291,4.180000066757206,184.0900024414065
292,1.300000021855035,228.200007120768
293,7.57500004768372,179.925003051758
294,13.9000005722046,235.8000030517575
295,8.900000214576721,187.100001017253
296,11.83750015497205,223.6125049591065
297,8.125000238418579,209.4250030517575
298,5.549999952316285,184.8000030517575
345,0.0882352961629045,92.29411903082155
346,0,152.05000196184398
347,0,107.70000076293951
348,0.100000001490116,108.92500114440901
349,0.1011111129489205,77.54000078837075
351,0.4055555649101735,55.945834212833006
352,0.0666666676600774,93.45000076293945
353,0.180000006407499,79.74000186920165
354,0,108.599998474121
355,0,113.5
356,0,112.501317676745
357,0.0500000007450581,92.875
358,0.100000001490116,107.15000152587899
359,0.22500000645717,81.74583546320599
425,0,204.25000346790648
426,0.11666667026778049,237.258338928223
427,0,207.55833689371752
428,0,166.116671244303
429,0,204.58750343322748
430,0,209.38333384195948
431,0,195.650001525879
432,0,190.090627670288
433,0,241.2812547683715
434,0,173.4100036621095
435,0,188.500005086263
436,0,139.180002593994
437,0,212.216667175293
438,5.850000143051145,171.8500061035155
439,5.850000143051145,171.8500061035155
440,5.03750002384186,190.17500114440952
441,4.90000009536743,196.200004577637
442,2.10000014305115,186.7500076293945
443,11.7000002861023,191
444,3.625000029802325,192.01250648498552
445,4.45000010728836,178.0833384195965
446,8.950000206629435,188.066670735677
447,8.962500274181366,159.2750034332275
448,2.5,197.7500076293945
449,5.250000238418575,197.3500061035155
450,4.90000009536743,158.3000030517575
452,5.612500190734865,177.575004577637
453,1.89999997615814,192.0000076293945
454,3,181.34999847412098
480,1.6,265.9100059509275
481,15.6642858982086,284.8285765874955
482,29.4882357418537,236.8485316108255
483,0,185.2166697184245
484,22.975000381469748,400.2625045776365
485,4.6,330.30000915527353
486,0.052380953516279,247.39048113141752
487,6.4,326.620001220703
488,18.292857170105002,403.107147216797
489,47.366667175293,286.2933400472005
534,0.375000004967054,230.0722253587515
535,21.69999980926515,224.90000152587902
536,18.75,231
537,8.945000259019436,225.320004272461
538,3.8107143310563902,229.1178591591975
539,9,230.983337402344
540,21.7642863818577,222.807144165039
541,17.6200002193451,226.430004119873
542,14.35,227.817501068115
544,6.79000005722046,240.54000167846698
545,10.7,233.68500289917
546,7.37000016371409,231.466666666667
547,1.3,254.9200042724605
548,1.52941176470588,245.0500043981215
549,33.5142867224557,222.9214324951175
550,0.628125011920929,201.3312530517575
552,0,105.33636526628
553,0.186046511627907,15.2558140955692
554,0,186.67777972751202
558,0,140.0312547683715
560,0,102.7833353678385
561,0,250.2000007629395
562,0,252.33125591278048
563,0,238.7800064086915
564,0,214.5833384195965
565,0,229.7375030517575
566,0,225.1866673787435
567,0,138.1222254435225
570,0,240.82500203450547
572,0,151.600003560384
573,0.269444449287322,88.65000120798744
663,25.05000042915345,268.137502670288
664,34.6437509059906,295.862505912781
665,23.02857198034015,241.42143249511702
666,3.2388889888922403,275.088893466526
667,25.2250005404154,237.341672261556
668,14.155555897288849,196.54444885253952
669,23.5250001748403,256.008336385091
670,26.6727277582342,281.1636401089755
671,19.26666678322685,218.433336893717
672,2.48571429987039,242.235718863351
673,6.525000125169755,195.90000343322748
674,9.733333508173626,237.73333825005398
675,15.90000009536745,197.5
676,3.94285721225398,185.62143107822948
733,88.2626877622818,206.5522420797775
734,20.8193878905506,212.07398037034648
735,1.36000002976507,231.8850040435795
736,16.22,221.75100357055652
737,28.23596519336365,213.57105549594849
738,0.872049704703115,206.636027981776
739,3.9750000834465054,236.5
740,39.6297475408904,177.017724000955
741,61.382099861992,198.4904350469145
747,0.100000001490116,60.3000011444092
748,0.5,52.7250003814697
749,0.025000000372529,44.9875011444092
751,0.5000000049670534,44.5833339691162
862,65.7833340962728,347.633336385091
863,37.3000005086263,338.683344523112
864,36.95000076293945,280.9000091552735
865,44.7000012397766,380.7250061035155
866,34.94999980926515,301.6750106811525
867,0.800000011920929,120.950004577637
868,1.0500000119209298,27.4000004827976
869,1.9750000391155451,46.25000085830685
870,0.263636369935491,109.74091131036951
871,0.800000011920929,130.6499977111815
872,1.400000002700835,60.2312511205673
889,1.875000089406965,264
890,3.16896556985789,80.39827698674695
891,4.508490648472085,283.8367981820735
892,2.60882357464117,262.5558866613055
893,2.79999995231628,125.65000152587899
894,8.49090933799744,195.0409108942205
895,2.950000047683715,143.7500076293945
896,12.09009452835425,165.14151263124552
897,3.335922386063245,83.55291403150095
898,19.1114289283752,160.9185756138395
899,1.1941176738370851,167.8735326879165
949,8.868750110268595,355.6750049591065
950,16.46000037193295,253.6900047302245
951,3.025000050663945,332
952,3.660714372992515,307.2464343479705
953,1.1000000253319748,269.030001831055
954,27.103846494968103,246.750002347506
955,10.340909313071851,272.4727290760385
956,3.0625000037252903,312.38125705719
957,35.55833384394645,249.133337020874
958,0,321.80000305175747
959,0,291.2800094604495
960,0,255
961,0,292.56875801086403
962,0,291.55000305175747
963,0,322.5750045776365
992,18.8250004649162,200.6312522888185
993,9.97500025374549,190.50714656284902
994,22.00000063578285,213.766670227051
995,20.300000572204603,186.9000030517575
996,15.850000381469751,170.25
997,1.50476193960224,206.407145908901
998,0,215.80000305175798
999,0.2062500026077035,205.52500343322748
1000,14.4357144492013,186.364288330078
1001,25.7571430887495,248.9500056675505
1080,0,431.400001525879
1081,0,431.92501068115246
1082,0,443.25
1083,0,471.4500045776365
1084,0,429.850006103516
1085,0,420.46666971842455
1086,0,422.75
1088,0,549.5
1089,0.033333334657881,482.9666697184245
1090,0.400000005960464,597.3000183105465
1091,2.09166670838992,339.4583371480305
1092,1.88636367497119,307.3454593311655
1093,0.450000014901161,509.160006713867
1094,0.150000001490116,350.030006408691
1095,0.650000005960464,406.725006103516
1096,14.916666885217051,341.7208404541015
1459,19.760000419616702,148.23000259399402
1460,51.75,215.2000045776365
1461,25.2000007629395,209.7000045776365
1462,44.80000076293945,204.940002441406
1463,20.88333344459535,170.2500025431315
1464,4.90000009536743,190.949996948242
1465,5.686666760842005,94.560001373291
1466,36.6000022888184,187.650001525879
1467,1.01250004768372,145.143752574921
1468,4.342857288462776,138.9428582872665
1469,47.65000152587895,253.1000061035155
1470,52.1000022888184,238.40000152587902
1471,14.500000214576701,183.150003051758
1472,12.33750015497205,164.43750381469698
1473,22.20000076293945,262.8500061035155
1474,57,242.650009155273
1475,42.75,202.55000305175798
1476,3.436363660476425,138.340912212025
1477,15.61666679382325,156.98333358764648
1478,17.350000460942603,160.5333353678385
1479,3.6250000596046448,166.12500190734852
1480,5.40000009536743,176.8500061035155
1481,1.450000032782555,148.8500022888185
1482,1.25000001490116,105.3125014305115
1483,1.41458334525426,90.43541852633155
1484,2.70000004768372,260
1485,45.05000066757199,204.3666699727375
1486,16.575000286102302,194.05000686645502
1487,20.3250000476837,234.5000038146975
1488,9.19999980926514,180.05000305175798
1489,24.30000019073485,148.75000190734852
1490,28.750000953674352,218.950004577637
1491,30.250000437100702,159.95000330607098
1492,53.7250008583069,223.9125061035155
1493,14.8000001907349,154.200004577637
1494,27.825000286102302,267.900009155273
1495,9.650000299726209,149.2357161385675
1496,39.7750015258789,207.325004577637
1497,8.810000133514405,154.0400032043455
1498,6.612500188251335,95.26250123977665
1499,6.750000238418575,256.7000122070315
1500,20.81250011920925,184.0000019073485
1501,8.41000014543533,68.81000151634215
1502,18.3000011444092,185.55000305175798
1503,47.9500007629395,224.65000152587902
1504,1.550000026626025,89.74736986662215
1505,13.1666671435038,139.0000025431315
1569,30.600000381469748,504.750015258789
1570,32.67500019073485,388.700004577637
1571,25.6750001907349,437
1572,26.75,504
1573,43.0166670481364,476
1574,46.237500667572,347.2250022888185
1575,59.20000076293945,389.000015258789
1576,22.150000572204547,407.25
1577,35.30000066757205,464.5
1578,54.75000190734865,364.80000305175804
1579,34.1125009059906,492.887504577637
1580,34.5833346048991,356.2166748046875
1581,48.3250017166138,419
1582,53.100000381469755,365.050010681152
1583,62.425002098083496,426.5
1717,6.686842272940435,294.96316528320347
1718,49.2500007947286,335.8333390553795
1719,36.6764705882353,237.397063087015
1720,16.176000209152697,335.471006011963
1721,58.68800064086915,373.11000579834
1722,15.4025425784669,176.501697604939
1723,1.150000017136335,247.087507247925
1724,3.10000014305115,215.350006103516
1725,4.09999990463257,191.900001525879
1726,5.15000009536743,269.25
1727,0.5,224.0000076293945
1728,0.26666667064031,253.750005086263
1729,0,276.05000305175747
1730,0.466666671137015,218.4833374023435
1731,0.166666670391957,225.2166697184245
1732,1.10000002384186,329.90000915527355
1733,0.150000002235174,217.05000305175798
1734,1.10000002384186,249.25
1735,0.450000017881393,242.80000305175798
1736,0,225.9500045776365
1737,9.175000250339505,282.950008392334
1738,2.25000010430813,227.36250114440952
1739,0.900000015894572,212.15000406901
1740,1.10000002384186,239.7500076293945
1741,1.5000000149011599,289.67500877380405
1742,0.0500000007450581,327.350006103516
1743,6.450000047683715,217.200004577637
1744,0.400000005960464,250.15000152587902
1745,0.100000001490116,232.900001525879
1746,8.800000190734865,308.75
1747,1.1000000089406998,234.075004577637
1748,0.266666673123837,273.7333374023435
1749,8.60000038146973,252.350006103516
1750,3.27500009536743,267.12500762939453
1767,0,233.750003814697
1768,0,64.5061415120175
1769,0,210.09643145969898
1770,0,26.9627664444294
1771,0,190.43167025248198
1772,0,133.2653859945445
1773,0,170.5021771970005
1774,0.08913043627272485,256.53913580853055
1775,0.005367231676302386,25.020056923735652
1781,0,95.08181953430176
1782,0,70.57916800181076
1784,0,123.380000305176
1785,0,133.816670735677
1786,0,42.6428578202687
1787,0,81.385295531329
1789,0,36.216667175293
1790,0.00937500013969839,35.181250602006955
1792,0,45.539130832838
1956,3.609615452014485,219.719233586238
1957,9.185185337508166,118.81481742858901
1958,12.8416668375333,152.78333568573
1959,5.6142857486293405,215.823813847133
1960,5.950000256299975,148.83749961853
1961,6.790000116825105,133.0400016784665
1962,5.72592602394245,220.2444477787725
1963,1.06046514265066,247.613957249841
1964,11.75652198687845,254.747832256815
1965,1.190909109332345,214.2045491536455
1966,13.49242435802115,260.22727781353547
1983,0,35.86956584453585
1985,0,126.365625858307
1986,0,69.2142857142857
1987,0,57.9782058275663
1988,0,137.1250047683715
1989,0,81.6586217551396
1990,0,98.2857142857143
1991,0,103.475001335144
1992,0,118.07272963090401
1993,0.00540540548595222,105.3729747050515
1994,0,157.84000396728499
2065,0,17.36355161214265
2066,0,43.121429465255
2067,0,166.57273067127602
2068,0,142.283335876465
2069,0,150.6125030517575
2070,0,92.58919089549295
2071,0,130.641938117243
2072,0,87.45106588525975
2073,18,354
2074,0,226.77000503540052
2075,29.3333333333333,373.883336385091
2076,13.25,323
2077,0,221.86842546964948
2078,39.375,332.3250045776365
2079,2.243750035762785,285.25
2080,0,163.152176566746
2081,14.30714327948435,367.857142857143
2082,23.1833338737488,335.4083404541015
2083,9.66666666666667,326.633341471354
2084,12.625000198682152,295.350008646647
2085,4.900000154972075,245.0250053405765
2086,8.883333444595335,304.2833353678385
2087,0,242.55000305175798
2088,0,210.6333351135255
2089,21.2833334604899,346.4000040690105
2090,0,186.45625305175798
2091,0,247.8968806266785
2092,0,222.18333689371752
2093,0,204.41250038147
2094,0.0250000009934107,202.008335113525
2095,3.1818182143298053,257.9818205399945
2096,1.7166666978349299,212.391668955485
2097,15.318750143051151,251.450005531311
2098,0.0555555563833978,245.40555996364998
2099,0.143478263979373,227.9152198459795
2100,9.266666809717815,236.4166704813635
2101,10.95000010728835,270.8500118255615
2102,6.637500166893005,236.375005722046
2103,3.5937500596046448,200.73125267028848
2104,0,246.60000392368852
2105,33.4500001271566,351.333333333333
2106,0,180.354169845581
2107,0.415909103710543,258.3159124200995
2108,0,157.181252717972
2109,0,215.9227294921875
2471,0.6000000080093746,243.200002670288
2472,2,227.150001525879
2474,47.292858328138095,209.31786019461498
2475,0.260000003874302,241.6400039672855
2476,5.507142923772335,259.7357177734375
2478,2.30625005206093,250.5812520980835
2479,20.573077055124152,245.9230810312125
2480,0,240.25
2481,3.67272732610052,241.431823730469
2482,63.5475009918213,220.52500228881848
2614,18.200000286102302,156.875
2615,11.27500033378605,172.0000038146975
2616,9.98750028014181,135.98750305175798
2617,28.025001049041748,189.6250076293945
2618,14.562500476837151,153.40000438690151
2689,0,186.150001525879
2690,0,180.40000152587902
2691,0,263.80000305175747
2692,0,291.7700027465825
2693,0,212.383336385091
2694,0,238.5250053405765
2695,0,316.4333368937175
2697,0,139.200003306071
2698,0,161.988889482286
2699,0,349.2166748046875
2700,0,101.508336385091
2701,0,238.1566721598305
2702,0,185.4000040690105
2703,0,376.25000762939453
2755,13.175000190734849,447.633338928223
2756,2.931818241422825,467.9454623135655
2757,10.25000013038515,559.25
2758,7,607.6000213623049
2794,0.7625000048428769,48
2795,0.6250000167638066,95
2796,0.7333333492279055,85.3333333333333
2797,3.375,22.2916666666667
2798,1.0571428814104649,101.578572545733
2799,1.42222225003772,51.6111111111111
2800,1.3964285962283598,85.7178579739162
2801,0.475000009251138,75.0833333333333
2802,1.39000004529953,84.75000114440915
2803,1.9333333626389502,88.49333457946781
2804,0.252941175857011,40.000000673181844
2805,0.7,33.8
2806,2.55555555555556,31.7583333651225
2807,1.22500004246831,70.5
2808,0.700000005960465,82.21000061035156
2809,0.73333332935969,36.6666672229767
2810,0.8791666803881526,54.2250010172526
2811,1.050000036304645,48.54545521736145
2815,9.921212268598154,151.207578485662
2816,1.093181836249475,110.1090931892395
2817,3.1816667192925996,143.693336613973
2838,6,178.7538499098555
2839,8.130000131130215,126.9260025405885
2840,2.7179487607417947,157.67307868370648
2841,0.34285714397473,181.48928724016451
2842,0.0500000007450581,196.39166927337652
2843,0,168.166669845581
2844,0.23636364124038,171.1568209908225
2845,0.1038461551070215,193.49615771953899
2846,0.9625000091535705,217.18393162318648
2847,4.89565223196278,210.797829006029
2891,0.0111111112766796,91.8888905843099
2892,0.0450000017881393,158.975002670288
2893,0.07307692445241484,183.0923115656925
2894,0.915384618135599,170.011543860802
2895,0.602500008046627,143.6375022888185
2896,0.160000002384186,63.3033339818319
2897,0,47.22500121593475
2898,0.321904766133853,52.047143631889696
2899,0.3658730212066855,65.092858420478
2900,0.113953490041254,7.54767446540469
2901,0.675000015646219,14.01081101631595
2902,0.04875000081956385,14.12750024423
2903,0,150.569234407865
2904,0.951851862448233,177.47222363507302
2905,0.15357143192419,152.8714299883165
2906,0.2428571480725495,147.5071449279785
2907,0.563157898030783,130.6394757722555
2908,0.0416666672875484,91.7458348274231
2921,5.59999990463257,213.09999847412098
2922,2.80000007152557,121.52500152587851
