scenario,year,median,upper,lower
hist,1901,0.02281665915530695,0.10435588070718206,-0.08424896391219576
hist,1902,-0.035990030164583686,0.05852665349770943,-0.14114003174006057
hist,1903,-0.01931609692914904,0.08833230388912944,-0.1480604469721058
hist,1904,-0.017951299462318104,0.05303455988392045,-0.10630929791376645
hist,1905,-0.01395774096742386,0.08030639898836113,-0.1409867138557285
hist,1906,0.011430229867981367,0.08110308370190392,-0.10042232835498552
hist,1907,0.004363719588198478,0.13111005162148032,-0.10689459036436481
hist,1908,0.013217695750512348,0.10075663519918371,-0.06514087303455121
hist,1909,-0.007158880995469019,0.10811779764430472,-0.1015095946914066
hist,1910,0.011873238589789281,0.13289515018781792,-0.06780097455018001
hist,1911,0.02368443013296684,0.13601183711499895,-0.06372183557239808
hist,1912,0.016030377798475826,0.06549277038396181,-0.07480932398042342
hist,1913,-0.006276353841496274,0.10423404253910461,-0.16811095738982582
hist,1914,-0.030569925009299226,0.09031992001807326,-0.14048791142808986
hist,1915,-0.02271085363568659,0.07071631675767306,-0.12844435970347873
hist,1916,-0.0012189145220204978,0.07042012413352122,-0.07551225793437269
hist,1917,0.006362818044692631,0.10176747726168499,-0.07788726126039441
hist,1918,0.012809418371599435,0.17453690014456774,-0.1013228931711822
hist,1919,-0.00420026956591002,0.10579968239081694,-0.09973622947940512
hist,1920,-0.004029442624744917,0.09578653566862022,-0.12098356545958708
hist,1921,0.0014908623251130848,0.10552132910860441,-0.10581856219695282
hist,1922,0.009448808317053192,0.12055677822108705,-0.08158234385588657
hist,1923,0.01078618952650423,0.11655145849091963,-0.12040369542964163
hist,1924,0.009576229736381947,0.1342402940985842,-0.13774584374135657
hist,1925,2.782179035563104e-4,0.10179770133810062,-0.08852983290763311
hist,1926,0.002866176915407692,0.06463380577387096,-0.05813096332015491
hist,1927,0.0014717852528249864,0.10487295746410723,-0.09501804694888208
hist,1928,0.0032489797549644095,0.09540030975985087,-0.10066524929968246
hist,1929,0.01404988276269492,0.14366655887812094,-0.13418236145433207
hist,1930,0.010308214623961476,0.10022117711500617,-0.10951103643465564
hist,1931,-0.015013304474777556,0.08722739487250236,-0.1347657336993631
hist,1932,0.047862544657512274,0.17587573929524938,-0.06900915649004097
hist,1933,0.039431232271375904,0.15134813306690337,-0.06786640640990065
hist,1934,0.002025832470042843,0.16768825693046732,-0.11096051597107391
hist,1935,0.026376342949465226,0.13648297684251232,-0.06271234339196177
hist,1936,0.009784834104175744,0.12184983115392638,-0.07361407079460526
hist,1937,0.03082192191109101,0.14310710588495787,-0.06507686756580781
hist,1938,0.01580715611907557,0.1341043467141687,-0.07215811511557924
hist,1939,0.04072618319295884,0.15066967464014697,-0.04203645673192611
hist,1940,0.01768049844969255,0.1526084552642053,-0.07647562709036322
hist,1941,0.03524864095746949,0.1324602526313754,-0.07840338363761568
hist,1942,0.020241811813114907,0.12237064130753617,-0.06566617619888611
hist,1943,0.03823275536861814,0.22081573456505504,-0.06415579910964801
hist,1944,0.04040482343124552,0.1691260633394019,-0.05776469197091706
hist,1945,0.027892360182960374,0.1257811991095302,-0.07930179761223641
hist,1946,0.014082976609451237,0.16223594152083604,-0.08971727538951199
hist,1947,0.011808167537552094,0.21269671094152184,-0.10786184680177477
hist,1948,7.773713931378268e-4,0.192579696899871,-0.18602103702513267
hist,1949,0.0552377748567352,0.23516504505101957,-0.06202926913283679
hist,1950,0.028703094250001726,0.17135725190294052,-0.04846634971074479
hist,1951,0.022973315704327035,0.16403861902264932,-0.09240793326021617
hist,1952,0.025763534236929786,0.14927112731983808,-0.09170269320164089
hist,1953,-0.019043017032636556,0.1375770016828131,-0.1139155654920188
hist,1954,0.01878100844318098,0.14283211050183517,-0.08557054167439268
hist,1955,0.05218621123822231,0.18773721631999113,-0.06082724610529944
hist,1956,0.0034452764115542323,0.12266289687376519,-0.0982940770951231
hist,1957,0.025832281009158464,0.17617724083158132,-0.08865519022369597
hist,1958,0.024694898300946733,0.14640648642352255,-0.10012070006412621
hist,1959,0.030605238867863704,0.17316705850661832,-0.11456402765767067
hist,1960,0.03796788086046732,0.23488722606210996,-0.09023386717493694
hist,1961,0.02978939003350689,0.1811786248275979,-0.09868610710183745
hist,1962,0.03167242879332388,0.1872074678547678,-0.08912259778972924
hist,1963,-0.012295609700942123,0.09218404841774998,-0.15015206518023516
hist,1964,3.508168484884777e-4,0.19234062447151237,-0.1489092389638209
hist,1965,0.03239921189467054,0.21883794502814555,-0.07572691927110213
hist,1966,0.03188459334400662,0.1511424215561689,-0.0753037177122934
hist,1967,0.010413623792601356,0.11013108043272694,-0.09294976585564818
hist,1968,0.02480742316346607,0.16946121837753791,-0.09424769229014807
hist,1969,0.04205474954054189,0.1796912246528684,-0.07622520796680607
hist,1970,0.03576085904158788,0.13466346942051355,-0.13100913624840552
hist,1971,0.05551679177839475,0.1879700829838299,-0.09598642288107584
hist,1972,0.02141351766771038,0.22518271585700197,-0.11740952035069122
hist,1973,0.0035099164414233996,0.17999929050511437,-0.13549265030183796
hist,1974,0.03567098502474053,0.23237608957442166,-0.12532133137085175
hist,1975,0.006721408645510962,0.1406853242688029,-0.1695568416401448
hist,1976,0.04464151848793918,0.18955619048425837,-0.0819443082092377
hist,1977,0.03942967078396897,0.2648943343181855,-0.09079534699602156
hist,1978,0.04344663601464305,0.19699640416257078,-0.08793014112922161
hist,1979,0.017435121709461043,0.15011887753450667,-0.09708056678541573
hist,1980,0.05681006183482751,0.19972000561585046,-0.09981389028411873
hist,1981,0.03724984576303925,0.2635848173216665,-0.10652361194024208
hist,1982,0.023058641633564747,0.2103998045442458,-0.13793221726248692
hist,1983,0.004941978870952823,0.1819205796786097,-0.11439610166863012
hist,1984,0.007856294834216015,0.1981493191282139,-0.15141452838315564
hist,1985,0.047846479461540525,0.1636068544345718,-0.09777343566192334
hist,1986,0.02194754210849581,0.2421126205491737,-0.13642197905595346
hist,1987,0.05172905919104309,0.24284791297937997,-0.10817431646601036
hist,1988,0.05391379508897387,0.25363212381337114,-0.10819656713300282
hist,1989,0.055353828528140525,0.24650764757153745,-0.153102712896543
hist,1990,0.052921169681777513,0.2687340958752529,-0.1262937868823094
hist,1991,0.020463865310798468,0.2110847112199155,-0.15829387792445823
hist,1992,-0.012296606040777647,0.1547463548408153,-0.16281283005028777
hist,1993,0.041243250915741214,0.2187902223602144,-0.1217848764617303
hist,1994,0.05801849712530327,0.2366272098911241,-0.15839319187407455
hist,1995,0.049531466996565854,0.25299246359811633,-0.09465082975221577
hist,1996,0.04769646464820987,0.2361013182587573,-0.13630174816687948
hist,1997,0.07801118940798801,0.27818275841220336,-0.11335375780706514
hist,1998,0.080794714658054545,0.33249515575829236,-0.12542332245464963
hist,1999,0.05250270160810189,0.29161842585959175,-0.14697570776308203
hist,2000,0.04293096361947235,0.2684363565163179,-0.19033468960441408
hist,2001,0.07022874737401175,0.35788171253362494,-0.20561953247977308
hist,2002,0.07007650813716815,0.32219099835787507,-0.16525088992965245
hist,2003,0.09708010988774518,0.33693978577403233,-0.13591601416095075
