scenario,year,median,upper,lower
hist,1981,0.046840800916058356,0.28755348514385504,-0.12040710982386642
hist,1982,0.021145657444876065,0.20713087017321885,-0.21214090679448958
hist,1983,-7.498602228785956e-4,0.20529752711769866,-0.16365941909662796
hist,1984,0.037838360207267385,0.22887382089480182,-0.1698144457148672
hist,1985,0.06317899184562492,0.2585227649252697,-0.11160216270277167
hist,1986,0.025656055357160312,0.18172986551993786,-0.14702411521143086
hist,1987,0.057612592416351305,0.24941539039868482,-0.12493518235773671
hist,1988,0.07302299907230392,0.31170958162811924,-0.1987013672012976
hist,1989,0.03806457185794798,0.27639458678158474,-0.16200955906185222
hist,1990,0.08379966071933964,0.30046265853771237,-0.11822128303796617
hist,1991,0.058887710458895626,0.29360264035767825,-0.16196044717686958
hist,1992,-0.032381411255833825,0.13610025138574516,-0.21439516778412368
