scenario,region,year,median,upper,lower
ssp126,Sub-Saharan Africa (West),2093,-0.38252397460235166,0.05581128216623374,-1.1664837577734222
ssp126,Sub-Saharan Africa (West),2094,-0.4603024185420246,-0.11526920508814024,-1.1375549083995697
ssp126,Sub-Saharan Africa (West),2095,-0.46712532080053215,0.022844306339636133,-1.1214168778670603
ssp126,Sub-Saharan Africa (West),2096,-0.28061193541286755,0.03246586565741791,-1.0241317496166589
ssp126,Sub-Saharan Africa (West),2097,-0.3226007939523434,-0.013747982841086116,-0.8191705077796883
ssp126,Sub-Saharan Africa (West),2098,-0.4560970571051435,0.1068462425775407,-1.0527806385961267
ssp126,Sub-Saharan Africa (West),2099,-0.5141529634671471,0.00954017723564959,-1.165270781618583
ssp126,Sub-Saharan Africa (West),2100,-0.5021291668639343,0.151927814697898,-1.1419637727222938
ssp245,Sub-Saharan Africa (Central),2015,-0.031990013277905405,0.13103015895006428,-0.18786655000785543
ssp245,Sub-Saharan Africa (Central),2016,-0.00676858502160016,0.1356210475126982,-0.1965532980857052
ssp245,Sub-Saharan Africa (Central),2017,0.012067671931291102,0.18883943676119866,-0.19472334034809327
ssp245,Sub-Saharan Africa (Central),2018,0.0027313881551549457,0.12417351361218741,-0.1876816443762603
ssp245,Sub-Saharan Africa (Central),2019,0.03218879077469694,0.15286415710829354,-0.1574947720789865
ssp245,Sub-Saharan Africa (Central),2020,0.03505642078231119,0.2182132531854588,-0.1641304499045219
ssp245,Sub-Saharan Africa (Central),2021,0.011269949492888287,0.16653879335186594,-0.108702144344036
ssp245,Sub-Saharan Africa (Central),2022,0.05087068112858262,0.25719716694796224,-0.10334487580854591
ssp245,Sub-Saharan Africa (Central),2023,0.030034446617339228,0.19115293440269418,-0.17176682247158864
ssp245,Sub-Saharan Africa (Central),2024,-0.03359810580959888,0.15555641321626823,-0.2353559052584943
ssp245,Sub-Saharan Africa (Central),2025,-0.04325203966076785,0.1689251183252697,-0.23533941392485042
ssp245,Sub-Saharan Africa (Central),2026,0.018649525461983174,0.22272310391926262,-0.2605606879051585
ssp245,Sub-Saharan Africa (Central),2027,0.027503765408532388,0.29639558254709164,-0.18123628522987117
ssp245,Sub-Saharan Africa (Central),2028,0.024550406780145195,0.2811359327024554,-0.23032208130406903
ssp245,Sub-Saharan Africa (Central),2029,0.05504357252330294,0.267967678472354,-0.16828165147228943
ssp245,Sub-Saharan Africa (Central),2030,-0.03705202558722931,0.13966361742839195,-0.2462592839474883
ssp245,Sub-Saharan Africa (Central),2031,0.01812588659626968,0.27108276135932796,-0.2491945708395445
ssp245,Sub-Saharan Africa (Central),2032,0.019974143487100804,0.30534912261506014,-0.19635396116499743
ssp245,Sub-Saharan Africa (Central),2033,0.009435064993844833,0.3015286096621332,-0.24987093487172485
ssp245,Sub-Saharan Africa (Central),2034,0.010793061263633774,0.2601028279454606,-0.25293965893299025
ssp245,Sub-Saharan Africa (Central),2035,0.1152227495860032,0.425862442235705,-0.2286060836979072
ssp245,Sub-Saharan Africa (Central),2036,0.01453168430173335,0.2358529229129505,-0.19354649653829625
ssp245,Sub-Saharan Africa (Central),2037,-0.00116708064000548,0.24702159146408034,-0.24214691048248296
ssp245,Sub-Saharan Africa (Central),2038,0.011735512666465553,0.35442229134208886,-0.2786048664081983
ssp245,Sub-Saharan Africa (Central),2039,0.034886342237218315,0.38255970527816596,-0.2919759302281956
ssp245,Sub-Saharan Africa (Central),2040,-0.003942827726922005,0.261911635259558,-0.29917328569366075
ssp245,Sub-Saharan Africa (Central),2041,0.001768348096979011,0.2876208823587156,-0.33707554313973664
ssp245,Sub-Saharan Africa (Central),2042,-0.0012449100372613486,0.23342862164489214,-0.33529266708352273
ssp245,Sub-Saharan Africa (Central),2043,-0.0035828131980153444,0.33786324510075105,-0.2672708346200356
ssp245,Sub-Saharan Africa (Central),2044,-0.01227491492977606,0.2841553223675037,-0.30415668002223695
ssp245,Sub-Saharan Africa (Central),2045,0.003397112686826631,0.3665581833743739,-0.3386420310765942
ssp245,Sub-Saharan Africa (Central),2046,-0.03671086788563116,0.2582538047874045,-0.3747380823968555
ssp245,Sub-Saharan Africa (Central),2047,-0.059540068611463326,0.2718389836369254,-0.3824581070806189
ssp245,Sub-Saharan Africa (Central),2048,0.00480560765376481,0.3772824541863055,-0.39909054335303723
ssp245,Sub-Saharan Africa (Central),2049,-0.05058660553932981,0.3552120611707167,-0.44526223118393704
ssp245,Sub-Saharan Africa (Central),2050,-0.039482611932594835,0.29696108536442956,-0.39730113770310066
ssp245,Sub-Saharan Africa (Central),2051,0.03939856800390373,0.3665375086491417,-0.39205401056596506
ssp245,Sub-Saharan Africa (Central),2052,-0.022752202209087358,0.3558040142890179,-0.4739898341365194
